id,case_no,status,firs,summary_en,primary_crime_type,latest_date
CASE_162,202600001,Under Investigation,"[""FIR_162""]",The complainant reported that the minor victim was subjected to abuse by a former business partner at College Road.,Child Abuse,2026-05-03
CASE_163,202500002,Under Investigation,"[""FIR_163""]","The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 74,000.",Identity Theft,2025-01-14
CASE_164,202400001,Acquitted,"[""FIR_164""]","A group of armed persons robbed the complainant's shop at Bus Stand Road, decamping with cash and goods worth Rs 174,000.",Dacoity,2024-11-17
CASE_165,202600001,Closed (False Case),"[""FIR_165""]",Police intercepted the accused near Old Town and recovered 1.1 kg of ganja from their possession.,Ganja Possession,2026-01-23
CASE_166,202500001,Under Investigation,"[""FIR_166""]",The accused was apprehended near College Road while allegedly peddling narcotic substances to local youth.,Drug Peddling,2025-02-24
CASE_167,202600001,Closed (Undetected),"[""FIR_167""]",The complainant was robbed of cash and a mobile phone by unidentified persons near APMC Yard at knife-point.,Robbery,2026-06-10
CASE_168,202500001,Under Investigation,"[""FIR_168""]","Unknown persons broke into the complainant's premises at Railway Station Road at night and decamped with valuables worth Rs 207,000.",Burglary,2025-09-14
CASE_169,202600001,Abated,"[""FIR_169""]","The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 234,000 from the complainant's account.",Online Fraud,2026-03-23
CASE_170,202500003,Under Investigation,"[""FIR_170""]",Police intercepted the accused near Railway Station Road and recovered 3.9 kg of ganja from their possession.,Ganja Possession,2025-02-22
CASE_171,202400005,Closed (False Case),"[""FIR_171""]","The complainant reported that the accused was driving a vehicle rashly near Church Street, endangering pedestrians.",Rash Driving,2024-09-26
CASE_172,202600002,Under Investigation,"[""FIR_172""]",Information was received regarding a minor being transported from New Extension allegedly for trafficking purposes; the child was rescued.,Child Trafficking,2026-04-24
CASE_173,202600002,Under Investigation,"[""FIR_173""]",The complainant reported that the accused forged signatures on documents related to unpaid loan to gain wrongful benefit.,Forgery,2026-02-27
CASE_174,202500002,Charge Sheeted,"[""FIR_174""]","Unknown persons broke into the complainant's premises at Railway Station Road at night and decamped with valuables worth Rs 65,000.",Burglary,2025-04-11
CASE_175,202400002,Charge Sheeted,"[""FIR_175""]","A group gathered near Temple Street in violation of prohibitory orders, leading to a law and order situation.",Unlawful Assembly,2024-03-12
CASE_176,202500001,Under Investigation,"[""FIR_176""]",The complainant reported that their scooter parked near Ring Road was stolen overnight. The vehicle was not recovered at the time of registration.,Vehicle Theft,2025-12-30
CASE_177,202600001,Under Investigation,"[""FIR_177""]",The complainant reported that her husband made unwelcome advances and passed lewd remarks towards her near Bus Stand Road.,Sexual Harassment,2026-01-03
CASE_178,202400001,Under Investigation,"[""FIR_178""]",The complainant alleged being threatened with dire consequences by her husband over a dispute regarding an extramarital affair suspicion.,Criminal Intimidation,2024-08-05
CASE_179,202400001,Under Investigation,"[""FIR_179""]",The complainant was robbed of cash and a mobile phone by unidentified persons near Main Bazaar at knife-point.,Robbery,2024-02-26
CASE_180,202500001,Convicted,"[""FIR_180""]","The complainant reported that the accused was driving a vehicle rashly near Bus Stand Road, endangering pedestrians.",Rash Driving,2025-10-29
CASE_181,202400001,Convicted,"[""FIR_181""]","The complainant's bank account was debited for Rs 434,000 through fraudulent means allegedly involving the accused.",Bank Fraud,2024-08-16
CASE_182,202500001,Charge Sheeted,"[""FIR_182""]","The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 186,000.",Identity Theft,2025-12-09
CASE_183,202400002,Under Investigation,"[""FIR_183""]",The complainant stated that the accused has been following and contacting her repeatedly near Old Town despite objection.,Stalking,2024-01-30
CASE_184,202500001,Pending Trial,"[""FIR_184""]",The complainant alleged repeated physical and mental harassment by his neighbour over dowry-related demands at their residence in Church Street.,Domestic Violence,2025-04-05
CASE_185,202600001,Closed (Undetected),"[""FIR_185""]","The complainant stated that his neighbour assaulted them near MG Road following an argument over a business partnership, causing hurt.",Assault,2026-02-09
CASE_186,202400001,Compromised,"[""FIR_186""]",The complainant reported an incident related to arms act offences occurring near College Road. Investigation is underway to ascertain further facts.,Illegal Arms Manufacturing,2024-10-16
CASE_187,202600001,Pending Trial,"[""FIR_187""]","A group of armed persons robbed the complainant's shop at Railway Station Road, decamping with cash and goods worth Rs 165,000.",Dacoity,2026-01-06
CASE_188,202400006,Closed (Undetected),"[""FIR_188""]","The complainant's bank account was debited for Rs 295,000 through fraudulent means allegedly involving the accused.",Bank Fraud,2024-08-20
CASE_189,202400001,Acquitted,"[""FIR_189""]",The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.,Cyber Stalking,2024-06-21
CASE_190,202400003,Closed (Undetected),"[""FIR_190""]","The complainant, a woman walking near APMC Yard, reported that two men on a motorcycle snatched her gold chain and sped away towards Temple Street.",Chain Snatching,2024-03-29
CASE_191,202400001,Convicted,"[""FIR_191""]",Police intercepted the accused near New Extension and recovered 6.4 kg of ganja from their possession.,Ganja Possession,2024-12-13
CASE_192,202400001,Under Investigation,"[""FIR_192""]",The complainant alleged repeated physical and mental harassment by a known acquaintance over dowry-related demands at their residence in New Extension.,Domestic Violence,2024-08-01
CASE_193,202500001,Pending Trial,"[""FIR_193""]",The complainant alleged being threatened with dire consequences by her husband over a dispute regarding a family dispute.,Criminal Intimidation,2025-11-03
CASE_194,202400007,Charge Sheeted,"[""FIR_194""]",The complainant reported that a known acquaintance made unwelcome advances and passed lewd remarks towards her near New Extension.,Sexual Harassment,2024-03-27
CASE_195,202600001,Under Investigation,"[""FIR_195""]",The complainant reported that the accused forged signatures on documents related to unpaid loan to gain wrongful benefit.,Forgery,2026-01-30
CASE_196,202500001,Under Investigation,"[""FIR_196""]",The complainant reported an incident related to crimes against scs/sts occurring near Ring Road. Investigation is underway to ascertain further facts.,Caste Abuse,2025-06-14
CASE_197,202400002,Charge Sheeted,"[""FIR_197""]","The complainant, a woman walking near Railway Station Road, reported that two men on a motorcycle snatched her gold chain and sped away towards Church Street.",Chain Snatching,2024-03-28
CASE_198,202500002,Under Investigation,"[""FIR_198""]","The complainant paid an advance of Rs 440,000 to the accused for unpaid loan which was never delivered as promised.",Cheating,2025-10-31
CASE_199,202600001,Pending Trial,"[""FIR_199""]","A group gathered near New Extension in violation of prohibitory orders, leading to a law and order situation.",Unlawful Assembly,2026-04-06
CASE_200,202400001,Pending Trial,"[""FIR_200""]","The complainant's bank account was debited for Rs 370,000 through fraudulent means allegedly involving the accused.",Bank Fraud,2024-03-14
CASE_201,202400003,Charge Sheeted,"[""FIR_201""]",The victim was hit by an unidentified vehicle near Main Bazaar and sustained injuries; the driver fled the scene.,Hit and Run,2024-01-14
CASE_202,202500005,Charge Sheeted,"[""FIR_202""]",The complainant reported that their motorcycle parked near Gandhi Nagar was stolen overnight. The vehicle was not recovered at the time of registration.,Vehicle Theft,2025-10-28
CASE_203,202500003,Charge Sheeted,"[""FIR_203""]","Unknown persons broke into the complainant's premises at APMC Yard at night and decamped with valuables worth Rs 126,000.",Burglary,2025-04-04
CASE_204,202500002,Under Investigation,"[""FIR_204""]",The complainant reported that the accused forged signatures on documents related to a property dispute to gain wrongful benefit.,Forgery,2025-11-26
CASE_205,202400001,Under Investigation,"[""FIR_205""]","The complainant reported that unknown persons broke into their house at Ring Road and stole gold jewellery worth Rs 130,000 and cash. The incident occurred while the family was away.",Theft,2024-07-09
CASE_206,202600001,Under Investigation,"[""FIR_206""]",The complainant reported an incident related to arms act offences occurring near Bus Stand Road. Investigation is underway to ascertain further facts.,Illegal Arms Manufacturing,2026-06-08
CASE_207,202400001,Closed (Undetected),"[""FIR_207""]","The victim was attacked with a corrosive substance by the accused near Railway Station Road, sustaining burn injuries.",Acid Attack,2024-09-17
CASE_208,202400001,Under Investigation,"[""FIR_208""]",The complainant reported that the accused forged signatures on documents related to a financial transaction to gain wrongful benefit.,Forgery,2024-06-15
CASE_209,202500002,Pending Trial,"[""FIR_209""]","A police patrol near College Road intercepted a vehicle and recovered narcotic substances weighing 10.1 kg, suspected to be in transit for sale.",NDPS Trafficking,2025-11-22
CASE_210,202600002,Under Investigation,"[""FIR_210""]",The complainant was robbed of cash and a mobile phone by unidentified persons near MG Road at knife-point.,Robbery,2026-06-06
CASE_211,202600001,Under Investigation,"[""FIR_211""]",Police intercepted the accused near MG Road and recovered 2.7 kg of ganja from their possession.,Ganja Possession,2026-04-14
CASE_212,202400003,Charge Sheeted,"[""FIR_212""]",The victim was hit by an unidentified vehicle near Ring Road and sustained injuries; the driver fled the scene.,Hit and Run,2024-06-09
CASE_213,202400001,Charge Sheeted,"[""FIR_213""]",The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.,Cyber Stalking,2024-09-17
CASE_214,202400001,Pending Trial,"[""FIR_214""]",The victim sustained grievous injuries after being attacked with a wooden stick by her in-laws near Market area over past enmity.,Grievous Hurt,2024-10-12
CASE_215,202500001,Referred to Another PS,"[""FIR_215""]",The accused attacked Anitha with a sharp weapon near Market area following a quarrel over a business partnership. The victim was rushed to hospital with grievous injuries.,Attempt to Murder,2025-12-17
