CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
432,100220168202500001,202500001,2025-07-30,118,168,1,2,3,13,7,1,2025-07-26 00:00:00,2025-07-27 00:00:00,2025-07-29 00:00:00,12.315935,76.608449,The complainant reported that her husband made unwelcome advances and passed lewd remarks towards her near Main Bazaar.
433,100190159202400002,202400002,2024-11-11,20,159,1,2,7,28,1,,2024-11-11 00:00:00,2024-11-13 00:00:00,2024-11-11 00:00:00,13.114233,78.07296,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 250,000."
434,300060130202400001,202400001,2024-04-30,154,130,3,2,3,14,5,,2024-04-26 00:00:00,2024-04-27 00:00:00,2024-04-30 00:00:00,17.916493,77.496516,The complainant stated that the accused has been following and contacting her repeatedly near Market area despite objection.
435,300050118202500001,202500001,2025-03-29,28,118,3,1,8,32,3,1,2025-03-22 00:00:00,2025-03-22 00:00:00,2025-03-28 00:00:00,12.92753,77.66113,Police intercepted the accused near Temple Street and recovered 3.7 kg of ganja from their possession.
436,100130148202600001,202600001,2026-02-22,8,148,1,1,3,13,2,1,2026-02-16 00:00:00,2026-02-18 00:00:00,2026-02-19 00:00:00,15.506921,74.991204,The complainant reported that an unidentified assailant made unwelcome advances and passed lewd remarks towards her near Industrial Layout.
437,100140150202500003,202500003,2025-05-01,60,150,1,1,10,39,7,1,2025-04-25 00:00:00,2025-04-27 00:00:00,2025-04-28 00:00:00,15.450049,75.60586,The complainant reported an incident related to crimes against public order occurring near Church Street. Investigation is underway to ascertain further facts.
438,100230173202500006,202500006,2025-02-27,47,173,1,2,6,24,7,1,2025-02-23 00:00:00,2025-02-24 00:00:00,2025-02-25 00:00:00,16.266362,77.419303,"The complainant alleged that the accused, entrusted with funds of Rs 368,000 for land boundary issues, misappropriated the amount."
439,300050115202500003,202500003,2025-11-23,83,115,3,2,10,39,4,36,2025-11-16 00:00:00,2025-11-17 00:00:00,2025-11-21 00:00:00,12.926545,77.675578,The complainant reported an incident related to crimes against public order occurring near Bus Stand Road. Investigation is underway to ascertain further facts.
440,100050116202400009,202400009,2024-04-09,10,116,1,2,7,27,6,,2024-04-06 00:00:00,2024-04-07 00:00:00,2024-04-07 00:00:00,12.945638,77.596493,"The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 307,000 from the complainant's account."
441,100050115202500004,202500004,2025-09-01,83,115,1,2,3,13,2,1,2025-08-27 00:00:00,2025-08-27 00:00:00,2025-08-27 00:00:00,12.990454,77.655547,The complainant reported that a former business partner made unwelcome advances and passed lewd remarks towards her near Church Street.
442,100120145202500003,202500003,2025-03-01,181,145,1,2,3,12,3,1,2025-02-25 00:00:00,2025-02-27 00:00:00,2025-02-28 00:00:00,14.452973,75.978402,The complainant alleged repeated physical and mental harassment by a known acquaintance over dowry-related demands at their residence in Church Street.
443,100180158202500001,202500001,2025-05-23,144,158,1,2,2,6,7,19,2025-05-23 00:00:00,2025-05-24 00:00:00,2025-05-23 00:00:00,12.366341,75.72943,"The complainant reported that unknown persons broke into their house at Church Street and stole gold jewellery worth Rs 142,000 and cash. The incident occurred while the family was away."
444,100010103202400003,202400003,2024-06-23,72,103,1,2,3,12,5,,2024-06-22 00:00:00,2024-06-24 00:00:00,2024-06-23 00:00:00,16.138299,75.662643,The complainant alleged repeated physical and mental harassment by a former business partner over dowry-related demands at their residence in Railway Station Road.
445,100050115202500005,202500005,2025-12-17,162,115,1,2,6,25,1,,2025-12-10 00:00:00,2025-12-11 00:00:00,2025-12-14 00:00:00,13.021062,77.631891,The complainant reported that the accused forged signatures on documents related to a family dispute to gain wrongful benefit.
446,100090135202400001,202400001,2024-05-12,31,135,1,2,3,12,2,10,2024-05-11 00:00:00,2024-05-13 00:00:00,2024-05-12 00:00:00,13.313818,75.82125,The complainant alleged repeated physical and mental harassment by an unidentified assailant over dowry-related demands at their residence in Industrial Layout.
447,300220165202400004,202400004,2024-08-16,166,165,3,2,8,33,7,23,2024-08-15 00:00:00,2024-08-15 00:00:00,2024-08-16 00:00:00,12.303942,76.666868,"A police patrol near New Extension intercepted a vehicle and recovered narcotic substances weighing 11.6 kg, suspected to be in transit for sale."
448,100010102202500002,202500002,2025-01-21,90,102,1,2,3,12,1,,2025-01-17 00:00:00,2025-01-18 00:00:00,2025-01-21 00:00:00,16.12104,75.704426,The complainant alleged repeated physical and mental harassment by her in-laws over dowry-related demands at their residence in APMC Yard.
449,100120145202400002,202400002,2024-06-04,191,145,1,1,8,32,2,13,2024-06-01 00:00:00,2024-06-02 00:00:00,2024-06-04 00:00:00,14.446259,75.915671,Police intercepted the accused near Temple Street and recovered 7.8 kg of ganja from their possession.
450,100050126202500002,202500002,2025-06-18,42,126,1,2,7,31,6,,2025-06-16 00:00:00,2025-06-18 00:00:00,2025-06-18 00:00:00,12.901305,77.62777,"The complainant clicked a fraudulent link received via SMS and lost Rs 423,000 from their bank account."
451,300310181202400001,202400001,2024-05-05,150,181,3,2,15,53,3,1,2024-04-29 00:00:00,2024-04-29 00:00:00,2024-05-04 00:00:00,16.726597,77.115175,The complainant reported an incident related to other ipc crimes occurring near Industrial Layout. Investigation is underway to ascertain further facts.
452,100220166202400002,202400002,2024-01-22,142,166,1,2,6,25,7,23,2024-01-20 00:00:00,2024-01-21 00:00:00,2024-01-21 00:00:00,12.343118,76.656921,The complainant reported that the accused forged signatures on documents related to a business partnership to gain wrongful benefit.
453,200080133202500001,202500001,2025-09-22,74,133,2,2,5,20,2,9,2025-09-15 00:00:00,2025-09-15 00:00:00,2025-09-19 00:00:00,13.471342,77.786898,"The complainant, belonging to a Scheduled Caste, alleged physical assault and caste-based abuse by a known acquaintance near Main Bazaar."
454,100060129202400003,202400003,2024-11-30,1,129,1,2,8,33,9,,2024-11-30 00:00:00,2024-11-30 00:00:00,2024-11-30 00:00:00,17.958932,77.469886,"A police patrol near New Extension intercepted a vehicle and recovered narcotic substances weighing 7.2 kg, suspected to be in transit for sale."
455,300070131202400002,202400002,2024-12-14,37,131,3,2,3,13,3,8,2024-12-12 00:00:00,2024-12-12 00:00:00,2024-12-13 00:00:00,11.86674,76.890323,The complainant reported that a known acquaintance made unwelcome advances and passed lewd remarks towards her near Market area.
456,800030109202500001,202500001,2025-10-21,13,109,8,1,6,24,7,4,2025-10-15 00:00:00,2025-10-16 00:00:00,2025-10-16 00:00:00,15.822675,74.58062,"The complainant alleged that the accused, entrusted with funds of Rs 96,000 for a property dispute, misappropriated the amount."
457,100050123202600001,202600001,2026-03-02,5,123,1,3,7,28,1,,2026-02-28 00:00:00,2026-03-01 00:00:00,2026-03-01 00:00:00,12.985406,77.636562,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 319,000."
458,100310181202600004,202600004,2026-02-04,150,181,1,2,1,1,1,,2026-01-28 00:00:00,2026-01-30 00:00:00,2026-01-31 00:00:00,16.754067,77.187792,"The complainant reported that Suresh was found dead with injuries near Station Road, allegedly assaulted by a known acquaintance following a dispute over a financial transaction."
459,100020105202500002,202500002,2025-11-04,195,105,1,2,7,30,1,,2025-11-03 00:00:00,2025-11-04 00:00:00,2025-11-04 00:00:00,15.135079,76.935578,The complainant's confidential business data was allegedly copied and misused by a former employee.
460,100050124202600002,202600002,2026-03-06,197,124,1,2,11,42,5,,2026-03-06 00:00:00,2026-03-07 00:00:00,2026-03-06 00:00:00,12.929834,77.534149,The accused was found driving under the influence of alcohol near College Road and was apprehended by a police patrol.
461,100260176202500007,202500007,2025-04-22,120,176,1,2,3,11,1,,2025-04-21 00:00:00,2025-04-21 00:00:00,2025-04-22 00:00:00,13.350786,77.055504,The victim Suresh died under suspicious circumstances at her matrimonial home. The complainant alleges harassment for dowry by her husband.
462,200080134202500001,202500001,2025-08-19,157,134,2,2,2,7,7,1,2025-08-16 00:00:00,2025-08-18 00:00:00,2025-08-18 00:00:00,13.452277,77.679344,The complainant was robbed of cash and a mobile phone by unidentified persons near Market area at knife-point.
463,300270177202400003,202400003,2024-02-27,75,177,3,3,7,28,7,1,2024-02-20 00:00:00,2024-02-22 00:00:00,2024-02-23 00:00:00,13.391421,74.690067,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 331,000."
464,100050114202500002,202500002,2025-11-21,121,114,1,1,2,55,6,,2025-11-20 00:00:00,2025-11-20 00:00:00,2025-11-20 00:00:00,13.04337,77.6694,"The complainant, a woman walking near Railway Station Road, reported that two men on a motorcycle snatched her gold chain and sped away towards Bus Stand Road."
465,200110141202400001,202400001,2024-07-31,79,141,2,1,4,16,2,12,2024-07-25 00:00:00,2024-07-25 00:00:00,2024-07-28 00:00:00,12.876505,74.803841,The complainant reported that the minor victim was subjected to abuse by her in-laws at MG Road.
466,100050125202500003,202500003,2025-05-27,163,125,1,2,7,28,3,1,2025-05-20 00:00:00,2025-05-21 00:00:00,2025-05-25 00:00:00,12.948501,77.669483,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 372,000."
467,100180158202500002,202500002,2025-06-05,104,158,1,1,2,8,6,,2025-06-05 00:00:00,2025-06-05 00:00:00,2025-06-05 00:00:00,12.417501,75.717948,"A group of armed persons robbed the complainant's shop at Church Street, decamping with cash and goods worth Rs 402,000."
468,300250175202500001,202500001,2025-05-24,135,175,3,2,9,35,1,,2025-05-24 00:00:00,2025-05-26 00:00:00,2025-05-24 00:00:00,13.915698,75.534086,Police recovered an unlicensed firearm from the accused during a routine check near Ring Road.
469,400050117202400001,202400001,2024-03-24,61,117,4,2,2,8,1,,2024-03-17 00:00:00,2024-03-19 00:00:00,2024-03-21 00:00:00,13.07119,77.606529,"A group of armed persons robbed the complainant's shop at Bus Stand Road, decamping with cash and goods worth Rs 301,000."
470,100140150202400001,202400001,2024-12-18,22,150,1,2,2,9,1,,2024-12-12 00:00:00,2024-12-12 00:00:00,2024-12-15 00:00:00,15.446902,75.573814,"Unknown persons broke into the complainant's premises at APMC Yard at night and decamped with valuables worth Rs 380,000."
471,100050115202500006,202500006,2025-08-20,83,115,1,2,1,5,5,,2025-08-20 00:00:00,2025-08-22 00:00:00,2025-08-20 00:00:00,12.938343,77.572884,The victim sustained grievous injuries after being attacked with a wooden stick by her husband near College Road over a financial transaction.
472,100030110202500001,202500001,2025-10-23,3,110,1,3,11,40,7,1,2025-10-22 00:00:00,2025-10-22 00:00:00,2025-10-23 00:00:00,15.86009,74.526038,"The complainant reported that the accused was driving a vehicle rashly near Railway Station Road, endangering pedestrians."
473,400050115202400001,202400001,2024-12-06,83,115,4,2,6,23,7,6,2024-12-02 00:00:00,2024-12-04 00:00:00,2024-12-06 00:00:00,13.011579,77.612261,"The complainant paid an advance of Rs 316,000 to the accused for land boundary issues which was never delivered as promised."
474,300050123202500002,202500002,2025-11-19,5,123,3,2,6,26,1,,2025-11-18 00:00:00,2025-11-18 00:00:00,2025-11-18 00:00:00,13.071489,77.574932,"The complainant's bank account was debited for Rs 34,000 through fraudulent means allegedly involving the accused."
475,100140150202500004,202500004,2025-01-25,60,150,1,2,1,2,7,15,2025-01-18 00:00:00,2025-01-19 00:00:00,2025-01-23 00:00:00,15.453375,75.591718,The accused attacked Deepa with a wooden stick near APMC Yard following a quarrel over land boundary issues. The victim was rushed to hospital with grievous injuries.
476,100220167202400001,202400001,2024-03-08,38,167,1,2,4,17,5,,2024-03-01 00:00:00,2024-03-01 00:00:00,2024-03-04 00:00:00,12.334972,76.639096,Information was received regarding a minor being transported from Main Bazaar allegedly for trafficking purposes; the child was rescued.
477,100300180202400002,202400002,2024-04-13,1,180,1,2,1,4,2,1,2024-04-09 00:00:00,2024-04-10 00:00:00,2024-04-10 00:00:00,16.793947,75.7214,"The complainant stated that her husband assaulted them near Ring Road following an argument over a financial transaction, causing hurt."
478,100050114202500003,202500003,2025-10-28,122,114,1,3,2,10,7,35,2025-10-28 00:00:00,2025-10-29 00:00:00,2025-10-28 00:00:00,13.073347,77.685969,The complainant reported that their motorcycle parked near New Extension was stolen overnight. The vehicle was not recovered at the time of registration.
479,100040112202500001,202500001,2025-04-15,130,112,1,2,1,3,1,,2025-04-11 00:00:00,2025-04-12 00:00:00,2025-04-13 00:00:00,13.244196,77.57411,"The complainant reported that Anitha died following an altercation with her in-laws near Market area, suspected to involve an extramarital affair suspicion."
480,100140150202600001,202600001,2026-05-17,22,150,1,3,6,23,1,,2026-05-10 00:00:00,2026-05-11 00:00:00,2026-05-13 00:00:00,15.415234,75.687708,"The complainant paid an advance of Rs 19,000 to the accused for a property dispute which was never delivered as promised."
481,300030109202500001,202500001,2025-09-29,13,109,3,2,3,12,1,,2025-09-23 00:00:00,2025-09-25 00:00:00,2025-09-27 00:00:00,15.88945,74.563661,The complainant alleged repeated physical and mental harassment by his neighbour over dowry-related demands at their residence in Church Street.
482,400240174202500001,202500001,2025-05-12,102,174,4,2,3,12,1,,2025-05-08 00:00:00,2025-05-09 00:00:00,2025-05-12 00:00:00,12.757535,77.333624,The complainant alleged repeated physical and mental harassment by an unidentified assailant over dowry-related demands at their residence in Ring Road.
483,300280178202500004,202500004,2025-06-19,39,178,3,2,7,27,7,29,2025-06-15 00:00:00,2025-06-15 00:00:00,2025-06-18 00:00:00,14.802791,74.659527,"The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 421,000 from the complainant's account."
484,100050117202500005,202500005,2025-02-18,185,117,1,2,1,1,2,1,2025-02-11 00:00:00,2025-02-11 00:00:00,2025-02-13 00:00:00,13.090851,77.638275,The victim Ramesh was fatally attacked with a iron rod by the accused near Market area. The motive is suspected to be land boundary issues.
485,100170155202500003,202500003,2025-12-31,1,155,1,1,10,37,1,,2025-12-28 00:00:00,2025-12-28 00:00:00,2025-12-29 00:00:00,17.298747,76.878312,"A group of persons allegedly assembled unlawfully near Old Town and engaged in rioting, causing damage to property."
486,100220165202500009,202500009,2025-09-03,166,165,1,1,3,12,7,1,2025-08-31 00:00:00,2025-09-02 00:00:00,2025-09-03 00:00:00,12.316048,76.605372,The complainant alleged repeated physical and mental harassment by his neighbour over dowry-related demands at their residence in Main Bazaar.
487,100050117202500006,202500006,2025-08-18,41,117,1,2,8,34,7,36,2025-08-13 00:00:00,2025-08-13 00:00:00,2025-08-15 00:00:00,12.973527,77.558171,The accused was apprehended near New Extension while allegedly peddling narcotic substances to local youth.
488,100050125202500004,202500004,2025-10-14,178,125,1,3,2,10,3,33,2025-10-10 00:00:00,2025-10-10 00:00:00,2025-10-10 00:00:00,13.091526,77.547462,The complainant reported that their car parked near New Extension was stolen overnight. The vehicle was not recovered at the time of registration.
489,100190160202600001,202600001,2026-02-15,4,160,1,2,2,7,7,1,2026-02-08 00:00:00,2026-02-10 00:00:00,2026-02-11 00:00:00,13.14849,78.165254,The complainant was robbed of cash and a mobile phone by unidentified persons near Church Street at knife-point.
490,300240174202500001,202500001,2025-12-20,102,174,3,3,2,55,4,1,2025-12-17 00:00:00,2025-12-18 00:00:00,2025-12-19 00:00:00,12.745238,77.220764,"The complainant, a woman walking near Temple Street, reported that two men on a motorcycle snatched her gold chain and sped away towards Station Road."
491,200050117202500002,202500002,2025-07-15,185,117,2,2,10,38,1,,2025-07-09 00:00:00,2025-07-11 00:00:00,2025-07-15 00:00:00,13.087549,77.559098,"A group gathered near Market area in violation of prohibitory orders, leading to a law and order situation."
492,100290179202400002,202400002,2024-03-14,59,179,1,2,3,15,1,,2024-03-10 00:00:00,2024-03-10 00:00:00,2024-03-14 00:00:00,15.250156,76.480898,"The victim was attacked with a corrosive substance by the accused near Ring Road, sustaining burn injuries."
493,100080133202400002,202400002,2024-11-29,74,133,1,2,1,1,1,,2024-11-25 00:00:00,2024-11-26 00:00:00,2024-11-29 00:00:00,13.426192,77.717557,"The complainant reported that Manoj was found dead with injuries near Old Town, allegedly assaulted by his neighbour following a dispute over a family dispute."
494,300050116202500003,202500003,2025-02-03,10,116,3,2,9,35,3,36,2025-02-03 00:00:00,2025-02-04 00:00:00,2025-02-03 00:00:00,12.948243,77.671835,Police recovered an unlicensed firearm from the accused during a routine check near College Road.
495,200230173202500001,202500001,2025-03-31,47,173,2,3,7,30,1,,2025-03-30 00:00:00,2025-03-30 00:00:00,2025-03-30 00:00:00,16.235512,77.418611,The complainant's confidential business data was allegedly copied and misused by a former employee.
496,100050118202400002,202400002,2024-03-26,93,118,1,2,2,9,2,1,2024-03-19 00:00:00,2024-03-20 00:00:00,2024-03-24 00:00:00,12.959583,77.675087,"Unknown persons broke into the complainant's premises at Old Town at night and decamped with valuables worth Rs 404,000."
497,100050124202500003,202500003,2025-11-01,71,124,1,2,2,7,1,,2025-10-30 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,12.921547,77.668543,The complainant was robbed of cash and a mobile phone by unidentified persons near MG Road at knife-point.
498,100190160202500002,202500002,2025-06-20,2,160,1,2,2,7,7,20,2025-06-17 00:00:00,2025-06-17 00:00:00,2025-06-18 00:00:00,13.093376,78.098896,The complainant was robbed of cash and a mobile phone by unidentified persons near Old Town at knife-point.
499,200190159202400001,202400001,2024-12-17,20,159,2,2,2,55,7,20,2024-12-16 00:00:00,2024-12-17 00:00:00,2024-12-17 00:00:00,13.164978,78.136653,"The complainant, a woman walking near Market area, reported that two men on a motorcycle snatched her gold chain and sped away towards Railway Station Road."
500,100310181202500001,202500001,2025-03-11,150,181,1,3,4,18,1,,2025-03-04 00:00:00,2025-03-05 00:00:00,2025-03-09 00:00:00,16.774406,77.156058,The complainant reported an incident related to crimes against children occurring near Bus Stand Road. Investigation is underway to ascertain further facts.
